k1_wang,k2_wang,kx,ky,zero_field_energy_meV,target_weight_raw,target_weight,target_probability,target_relative,active_weight,common_weight
0.325,0.025,0.016728958202668093,0.0011590162225886902,20.081637792312925,0.0002245296127266563,0.00021881483540022855,0.0006488717859053715,0.8167105329460798,0.0004847329891222507,0.0006246067507445206
0.35,0.025,0.018067274858881537,0.0011590162225886902,20.150268877110683,0.00023022615752183814,0.0002252234123697443,0.0006678757294712443,0.8406300825626579,0.0004966882317817929,0.0006245801571585285
0.375,0.025,0.01940559151509498,0.0011590162225886902,20.258297891965523,0.0002354290893982207,0.00023096566956652622,0.0006849037736419641,0.8620626418629417,0.0005060569923531915,0.0006245410386770726
0.4,0.025,0.02074390817130843,0.0011590162225886902,20.35873618451207,0.0002403345500576335,0.00023625791527112644,0.0007005973572854723,0.881815565845358,0.0005133789701763465,0.0006244880421207157
0.425,0.025,0.022082224827521875,0.0011590162225886902,20.406960311869643,0.00024513118489397567,0.00024137910940977915,0.0007157837059653399,0.9009300522404383,0.0005190635526106721,0.0006244213686833428
0.45,0.025,0.023420541483735326,0.0011590162225886902,20.369342718005313,0.0002498809190307014,0.0002463886641286274,0.0007306389999908307,0.9196278525827676,0.0005233727942426885,0.0006243200747399956
0.475,0.025,0.02475885813994877,0.0011590162225886902,20.229930682714844,0.0002544658435673145,0.0002512227343824979,0.0007449739137688829,0.9376706698630315,0.0005264790436803571,0.0006241622621426572
0.5,0.025,0.02609717479616222,0.0011590162225886902,19.993382469623945,0.00025855647951143106,0.00025562951343678593,0.0007580417415960782,0.954118653672814,0.0005284859515227601,0.0006239350708654706
0.525,0.025,0.027435491452375664,0.0011590162225886902,19.6836781821616,0.0002616209413780336,0.0002591623784735303,0.0007685180716929935,0.967304816675467,0.0005294216462310975,0.0006236306438652205
0.55,0.025,0.028773808108589115,0.0011590162225886902,19.339235577031367,0.0002630772250688085,0.0002612917906690797,0.0007748326138113447,0.9752526935454611,0.0005292950220875964,0.0006233270146052153
0.575,0.025,0.03011212476480256,0.0011590162225886902,19.005641606242563,0.00026246252795416935,0.0002615428471100345,0.0007755770945998954,0.9761897435371432,0.0005281317555938456,0.0006232752585692961
0.6,0.025,0.031450441421016,0.0011590162225886902,18.727502003412184,0.0002596067243412195,0.0002596699732227414,0.0007700232891561256,0.9691993773316975,0.0005258825904355313,0.0006238592211932735
0.625,0.025,0.03278875807722945,0.0011590162225886902,18.5412284649274,0.00025485448436113784,0.00025581977495648235,0.0007586059416049519,0.9548287910218937,0.0005222344400673093,0.0006254474609099171
0.65,0.025,0.034127074733442904,0.0011590162225886902,18.470647872262056,0.0002490340710057136,0.0002504850939529528,0.000742786520660918,0.9349174803581496,0.0005162716064096238,0.0006281654281553123
0.675,0.025,0.03546539138965635,0.0011590162225886902,18.5264311159808,0.00024315051327217897,0.0002444070959760744,0.0007247628734307257,0.9122317929007061,0.0005061055122231234,0.0006317838717959605
