band_361_meV,band_362_meV,band_363_meV,band_364_meV,band_365_meV,band_366_meV
-84.9473481093857,-37.0099551220428,13.332237259377564,22.50689219764625,53.600378670196385,88.05979302385059
-86.06682483682786,-37.005384974780554,13.521889693347305,22.582754432923103,53.67855273485406,89.02219084207847
-87.18601858827468,-36.99639550542083,13.703170699216605,22.65553209971372,53.748154244509834,89.97468338664657
-88.30417511686642,-36.9834902679263,13.87593168285846,22.725145004384718,53.80961768776894,90.9159747028259
-89.42042790885752,-36.967172806680544,14.04003244869416,22.791515628032887,53.86340135439378,91.8446894283671
-90.53377125762577,-36.94794550486813,14.195341651661877,22.85456892412939,53.9099843294083,92.7593690922547
-91.64302541384127,-36.92630847688315,14.341737212096103,22.91423216158037,53.94986323291974,93.65846753837143
-92.74679096255859,-36.902758504440044,14.479106682117582,22.97043482388529,53.98354875325434,94.54034426415372
-93.84338835303278,-36.87778801565795,14.607347552103125,23.023108574844045,54.01156202211526,95.4032535520816
-94.93077665408128,-36.85188410648426,14.726367485943282,23.07218730032325,54.034430880524404,96.24532578700398
-96.00644273881196,-36.82552760340682,14.83608447451619,23.117607234415843,54.05268608299573,97.06453492332658
-97.06724752740746,-36.79919216675588,14.93642689817409,23.159307176435462,54.066857485082984,97.85864203278248
-98.109208349999,-36.773343433505396,15.027333490589612,23.197228803048027,54.077470256495026,98.62509803241421
-99.1271833884639,-36.74843819900096,15.108753198448738,23.231317077073715,54.085041158259955,99.36087688005887
-100.11440016884433,-36.72492363681781,15.180644934148956,23.261520751725207,54.09007491829555,100.0621898231388
-101.06172339291301,-36.7032365563432,15.242977221275279,23.28779296560463,54.093060735583784,100.72399531385506
-101.95646175828409,-36.68380269775753,15.295727735837401,23.310091920766055,54.09446893864567,101.33916067905942
-102.78031800043046,-36.66703606433216,15.338882749257252,23.328381632683627,54.09474781975709,101.89705809231582
-103.50576858910489,-36.65333829227664,15.372436482181408,23.342632738171066,54.09432066229112,102.38138819068159
